,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
1241,"First Nation suing Alberta and Ottawa could qualify to have legal fees paid in advance, top court rules | CBC News https://t.co/NUHdBqS936",0.09, 0.769, 0.141, 0.0516, 0.0, 0.5, 0.0, 0.0, 0.5
1243,"Lured by love of ice fishing, Inuk man learns Mi'kmaq techniques in N.B. | CBC News https://t.co/mSvVSl01I4",0.0, 0.781, 0.219, 0.6369, 0.0, 0.5, 0.5, 0.0, 0.0
1244,Manitoba's top chief suspended following sexual assault allegation by colleague | CBC News https://t.co/rzWYJkBxzs,0.369, 0.535, 0.096, -0.7269, 0.0, 0.5, 0.0, 0.0, 0.5
1245,"@nypost Another option is the solar electric chair, but it can take several days.",0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5
1262,"@pabloferrerga 1. Verstappen
2. Leclerc
3. Sainz
4. Alonso
5. Hamilton
6. Perez
7. Hache
8. Ocon
9. Norris
10. Gasly",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1276,"@johndeguzman @washingtonpost Imagine WaPo or NYT lavishing hundreds of words on the leader of a small, obscure, incoherent leftist protest group",0.105, 0.895, 0.0, -0.25, 0.25, 0.0, 0.25, 0.0, 0.5
1324,"Wordle (ES) #72 4/6

⬜⬜🟩⬜⬜
🟨⬜🟨⬜🟨
⬜⬜🟩🟩🟨
🟩🟩🟩🟩🟩

 https://t.co/WkBJlQ1b8l",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1333,@MileyCyrus What a woman,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1344,@JoshGreen8771 @__MrsGreen85 At least without number(?),0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
1367,"Wordle 273 4/6

⬛🟩🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1368,"Wordle (ES) #72 3/6

🟨🟩🟨⬜⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

 https://t.co/5NKum2xI3M",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1389,@FortRutledge Where did this come from lol,0.0, 0.641, 0.359, 0.4215, 0, 0, 0, 0, 0
1393,@tibuur Same 😏,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
